Data,À vista R$,À vista US$
08/12/2017,"249,6","75,64"
11/12/2017,"250,86","76,04"
12/12/2017,"253,34","76,15"
13/12/2017,"253,47","76,55"
14/12/2017,"254,13","76,06"
15/12/2017,"257,37","77,85"
18/12/2017,"259,76","78,79"
19/12/2017,"261,14","79,11"
20/12/2017,"261,19","79,36"
21/12/2017,"263,52","79,61"
22/12/2017,"263,57","79,15"
26/12/2017,"264,51","79,74"
27/12/2017,"264,59","79,91"
28/12/2017,"264,34","79,89"
02/01/2018,"266,47","81,74"
03/01/2018,"268,55","82,84"
04/01/2018,"270,69","83,88"
05/01/2018,"271,2","83,94"
08/01/2018,"272,69","84,32"
09/01/2018,"273,41","84,18"
10/01/2018,"273,9","84,85"
11/01/2018,"275,77","85,54"
12/01/2018,"278,75","86,89"
15/01/2018,"279,07","86,96"
16/01/2018,"279,95","86,7"
17/01/2018,"281,62","87,59"
18/01/2018,"282,03","87,83"
19/01/2018,"282,16","88,2"
22/01/2018,"282,22","87,97"
23/01/2018,"281,45","86,81"
24/01/2018,"280,58","88,32"
25/01/2018,"281,8","89,77"
26/01/2018,"280,23","89,08"
29/01/2018,"276,14","87,22"
30/01/2018,"274,24","86,32"
31/01/2018,"273,12","85,7"
01/02/2018,"274,31","86,56"
02/02/2018,"274,34","85,41"
05/02/2018,"274,79","84,68"
06/02/2018,"275,1","84,91"
07/02/2018,"275,81","84,14"
08/02/2018,"276,31","84,19"
09/02/2018,"276,83","83,68"
14/02/2018,"274,49","84,98"
15/02/2018,"276,05","85,28"
16/02/2018,"275,38","85,55"
19/02/2018,"276,87","85,61"
20/02/2018,"275,48","84,69"
21/02/2018,"276,82","85,15"
22/02/2018,"278,97","85,94"
23/02/2018,"278,55","85,95"
26/02/2018,"278,78","86,12"
27/02/2018,"280,63","86,43"
28/02/2018,"281,88","87,05"
01/03/2018,"284,57","87,4"
02/03/2018,"285,92","87,95"
05/03/2018,"288,83","88,95"
06/03/2018,"291,42","90,84"
07/03/2018,"293,45","90,43"
08/03/2018,"294,61","90,26"
09/03/2018,"297,35","91,49"
12/03/2018,"297,4","91,37"
13/03/2018,"297,87","91,26"
14/03/2018,"298,01","91,3"
15/03/2018,"298,49","90,7"
16/03/2018,"298,89","91,29"
19/03/2018,"296,56","90,22"
20/03/2018,"298,19","90,14"
21/03/2018,"299,78","91,65"
22/03/2018,"300,73","91,07"
23/03/2018,"300,93","90,81"
26/03/2018,"300,15","90,87"
27/03/2018,"300,37","90,2"
28/03/2018,"299,29","89,88"
29/03/2018,"300,56","91,05"
02/04/2018,"300,44","90,55"
03/04/2018,"300,95","90,21"
04/04/2018,"301,56","90,37"
05/04/2018,"303,73","90,86"
06/04/2018,"304,8","90,44"
09/04/2018,"307,44","90,4"
10/04/2018,"310,11","91,05"
11/04/2018,"312,41","92,46"
12/04/2018,"312,27","91,79"
13/04/2018,"315,29","92,11"
16/04/2018,"316,18","92,4"
17/04/2018,"318,33","93,52"
18/04/2018,"318,25","94,21"
19/04/2018,"317,82","93,78"
20/04/2018,"321,46","94,22"
23/04/2018,"325,52","94,41"
24/04/2018,"326,86","94,22"
25/04/2018,"326,71","93,69"
26/04/2018,"330,48","94,99"
27/04/2018,"331,3","95,7"
30/04/2018,"331,13","94,45"
02/05/2018,"332,88","93,82"
03/05/2018,"332,82","94,39"
04/05/2018,"335,03","95,12"
07/05/2018,"338,34","95,2"
08/05/2018,"340,34","95,31"
09/05/2018,"343,94","95,43"
10/05/2018,"343,38","96,83"
11/05/2018,"347,88","96,55"
14/05/2018,"350,82","96,78"
15/05/2018,"354,79","96,88"
16/05/2018,"357,94","97,32"
17/05/2018,"356,88","96,32"
18/05/2018,"357,81","95,6"
21/05/2018,"360,47","97,77"
22/05/2018,"364,26","100,07"
23/05/2018,"363,77","100,29"
24/05/2018,"366,03","100,39"
25/05/2018,"367,18","99,97"
28/05/2018,"369,58","98,9"
29/05/2018,"368,76","98,44"
30/05/2018,"371,99","99,46"
01/06/2018,"371,99","98,83"
04/06/2018,"372,67","99,64"
05/06/2018,"373,07","97,89"
06/06/2018,"371,23","97,23"
07/06/2018,"372,65","95,06"
08/06/2018,"374,59","100,78"
11/06/2018,"375,3","100,91"
12/06/2018,"375,76","101,12"
13/06/2018,"376,72","101,35"
14/06/2018,"374,75","98,7"
15/06/2018,"376,03","101,03"
18/06/2018,"375,48","100,18"
19/06/2018,"375,14","100,23"
20/06/2018,"377,83","100,04"
21/06/2018,"374,65","99,43"
22/06/2018,"376,54","99,72"
25/06/2018,"373,95","98,88"
26/06/2018,"371,19","97,78"
27/06/2018,"365,38","94,86"
28/06/2018,"364,09","94,28"
29/06/2018,"357,52","92,26"
02/07/2018,"354,8","90,72"
03/07/2018,"349,88","89,87"
04/07/2018,"345,44","88,3"
05/07/2018,"344,09","87,49"
06/07/2018,"340,11","87,07"
09/07/2018,"338,49","87,48"
10/07/2018,"338,75","89,19"
11/07/2018,"340,5","87,76"
12/07/2018,"342,37","88,13"
13/07/2018,"341,87","88,75"
16/07/2018,"339,57","87,95"
17/07/2018,"337,94","87,98"
18/07/2018,"338,58","88,33"
19/07/2018,"339,13","87,72"
20/07/2018,"338,65","89,57"
23/07/2018,"336,52","88,89"
24/07/2018,"334,62","89,37"
25/07/2018,"334,64","90,3"
26/07/2018,"335,04","89,56"
27/07/2018,"334,18",90
30/07/2018,"332,57","89,21"
31/07/2018,"330,43","88,02"
01/08/2018,"329,79","87,85"
02/08/2018,"329,83","87,79"
03/08/2018,"329,22","88,86"
06/08/2018,"328,31","88,04"
07/08/2018,"327,47","87,02"
08/08/2018,"326,81","86,69"
09/08/2018,"325,81","85,74"
10/08/2018,"324,64","84,15"
13/08/2018,"322,4","82,65"
14/08/2018,"321,72","83,22"
15/08/2018,"322,07","82,56"
16/08/2018,"321,49","82,39"
17/08/2018,"320,57","81,8"
20/08/2018,"319,72","80,78"
21/08/2018,"319,51","79,42"
22/08/2018,"319,28","78,68"
23/08/2018,"318,34","77,36"
24/08/2018,"318,3","77,56"
27/08/2018,"316,86","77,57"
28/08/2018,"316,03","76,26"
29/08/2018,"315,96","76,73"
30/08/2018,"316,51","76,08"
31/08/2018,"316,48","77,8"
03/09/2018,"316,3","76,23"
04/09/2018,"317,32","76,37"
05/09/2018,"315,63","76,39"
06/09/2018,"315,87","76,76"
10/09/2018,"315,7","77,09"
11/09/2018,"315,65","75,88"
12/09/2018,"314,99","75,96"
13/09/2018,"315,98","75,27"
14/09/2018,"315,74","75,81"
17/09/2018,"315,78","76,64"
18/09/2018,"316,28","76,56"
19/09/2018,"316,48","76,72"
20/09/2018,"317,47","77,89"
21/09/2018,"316,73","78,4"
24/09/2018,"317,85","77,87"
25/09/2018,"316,75","77,58"
26/09/2018,"316,57","78,65"
27/09/2018,"317,01","79,51"
28/09/2018,"317,12","78,44"
01/10/2018,"318,33","79,19"
02/10/2018,"316,87","80,63"
03/10/2018,"315,45","80,93"
04/10/2018,"315,26","81,02"
05/10/2018,"315,68","81,68"
08/10/2018,"313,68","83,4"
09/10/2018,"313,14","84,4"
10/10/2018,"310,33","82,58"
11/10/2018,"307,31","81,52"
15/10/2018,"307,99","82,44"
16/10/2018,"306,66","82,43"
17/10/2018,"302,38","82,12"
18/10/2018,"300,95","81,14"
19/10/2018,"300,53","81,03"
22/10/2018,"299,16","81,07"
23/10/2018,"299,23","80,92"
24/10/2018,"296,4","79,38"
25/10/2018,"296,66","80,18"
26/10/2018,"296,35","81,24"
29/10/2018,"293,29","79,07"
30/10/2018,"292,82","79,25"
31/10/2018,"292,71","78,92"
01/11/2018,"291,39","79,01"
05/11/2018,"290,45","78,1"
06/11/2018,"291,83","77,74"
07/11/2018,"291,51","77,92"
08/11/2018,"292,5","78,15"
09/11/2018,"291,61","78,05"
12/11/2018,"292,25","77,93"
13/11/2018,"292,66","76,61"
14/11/2018,"292,69","77,27"
16/11/2018,"294,11","78,72"
19/11/2018,"293,08","77,88"
20/11/2018,"293,29","78,02"
21/11/2018,"293,06","77,43"
22/11/2018,"292,21","76,8"
23/11/2018,"291,48","76,38"
26/11/2018,293,"75,05"
27/11/2018,"292,25","75,19"
28/11/2018,"294,23","76,6"
29/11/2018,"293,81","76,25"
30/11/2018,"292,88","75,92"
03/12/2018,"294,45","76,9"
04/12/2018,"293,68","76,08"
05/12/2018,"294,32","76,07"
06/12/2018,"293,99","75,59"
07/12/2018,"296,66","76,42"
10/12/2018,"297,23","75,77"
11/12/2018,"298,46","76,21"
12/12/2018,"299,97","77,91"
13/12/2018,"301,4","77,74"
14/12/2018,"299,51","76,74"
17/12/2018,"300,8","77,23"
18/12/2018,"302,79","77,62"
19/12/2018,"304,39","78,57"
20/12/2018,"304,51","79,07"
21/12/2018,"305,1","78,41"
26/12/2018,"305,34","77,91"
27/12/2018,"305,23","78,3"
28/12/2018,"304,11","78,48"
02/01/2019,"302,84","79,38"
03/01/2019,"298,11","79,37"
04/01/2019,"298,83","80,46"
07/01/2019,"297,89","79,88"
08/01/2019,"295,73","79,71"
09/01/2019,"295,49","80,19"
10/01/2019,"293,73","78,98"
11/01/2019,"293,97","79,13"
14/01/2019,"293,34","79,37"
15/01/2019,"291,94","78,29"
16/01/2019,"292,08","78,33"
17/01/2019,"292,34","78,12"
18/01/2019,"292,31","77,8"
21/01/2019,"292,55","77,81"
22/01/2019,"292,28","76,98"
23/01/2019,"291,63","77,42"
24/01/2019,"291,32","77,27"
25/01/2019,"291,55","77,49"
28/01/2019,"292,07","77,6"
29/01/2019,"291,88","78,38"
30/01/2019,"291,26","78,23"
31/01/2019,"291,84","79,93"
01/02/2019,"291,27","79,58"
04/02/2019,"292,07","79,56"
05/02/2019,"291,65","79,62"
06/02/2019,"291,48","78,76"
07/02/2019,"292,33","78,88"
08/02/2019,"292,99","78,46"
11/02/2019,"291,34","77,48"
12/02/2019,"291,78","78,71"
13/02/2019,"291,64","77,71"
14/02/2019,"292,18","78,06"
15/02/2019,"291,12","78,6"
18/02/2019,"291,42","78,04"
19/02/2019,"290,75","78,43"
20/02/2019,"290,04","77,82"
21/02/2019,"288,95","76,99"
22/02/2019,"289,63","77,54"
25/02/2019,"289,29","77,37"
26/02/2019,"290,63","77,54"
27/02/2019,"289,49","77,63"
28/02/2019,"290,79","77,54"
01/03/2019,"289,31","76,66"
06/03/2019,"290,79","75,77"
07/03/2019,"289,1","74,18"
08/03/2019,"289,29","74,79"
11/03/2019,"291,26","75,83"
12/03/2019,"290,54","76,24"
13/03/2019,"290,69","76,36"
14/03/2019,"289,9","75,38"
15/03/2019,"290,59","76,11"
18/03/2019,"290,73","76,73"
19/03/2019,"288,8","76,32"
20/03/2019,"288,19","76,85"
21/03/2019,"290,58","76,59"
22/03/2019,"289,66","74,2"
25/03/2019,"290,97","75,4"
26/03/2019,"291,17","75,3"
27/03/2019,"290,81","73,62"
28/03/2019,"291,37","74,52"
29/03/2019,"291,08","74,35"
01/04/2019,"290,38","74,98"
02/04/2019,"291,85","75,69"
03/04/2019,"291,56","75,34"
04/04/2019,"292,67","75,98"
05/04/2019,"291,82","75,48"
08/04/2019,"292,05","75,92"
09/04/2019,"292,06","75,76"
10/04/2019,"291,07","76,24"
11/04/2019,"291,46","75,55"
12/04/2019,"289,06","74,37"
15/04/2019,"288,95","74,66"
16/04/2019,"290,01","74,42"
17/04/2019,"290,66","73,92"
18/04/2019,"290,21","73,85"
22/04/2019,"289,86","73,74"
23/04/2019,"289,58","73,84"
24/04/2019,"288,88","72,47"
25/04/2019,"290,17","73,39"
26/04/2019,"289,54","73,66"
29/04/2019,"290,21","73,64"
30/04/2019,"292,42","74,62"
02/05/2019,"290,54","73,37"
03/05/2019,"291,41","74,04"
06/05/2019,"290,42","73,39"
07/05/2019,"289,3","72,89"
08/05/2019,"289,25","73,62"
09/05/2019,"289,57","73,33"
10/05/2019,"287,08","72,84"
13/05/2019,"285,93","71,79"
14/05/2019,"285,06","71,75"
15/05/2019,"285,32","71,47"
16/05/2019,"283,08","70,1"
17/05/2019,"283,15","69,06"
20/05/2019,"284,94","69,46"
21/05/2019,"284,22","70,14"
22/05/2019,"285,27","70,58"
23/05/2019,"284,2","70,26"
24/05/2019,"284,7","70,93"
27/05/2019,"284,51","70,55"
28/05/2019,"285,87","71,17"
29/05/2019,"285,21","71,75"
30/05/2019,"286,49","72,05"
31/05/2019,"285,56","72,73"
03/06/2019,"285,43","73,26"
04/06/2019,"284,98","73,87"
05/06/2019,"283,66","72,73"
06/06/2019,"281,32","72,53"
07/06/2019,"280,92","72,55"
10/06/2019,"281,09","72,48"
11/06/2019,"280,84",73
12/06/2019,"280,42","72,69"
13/06/2019,"278,82","72,31"
14/06/2019,"279,63","71,83"
17/06/2019,"277,18","71,05"
18/06/2019,"276,93","71,73"
19/06/2019,"275,49","71,5"
21/06/2019,"276,08","72,27"
24/06/2019,"273,64","71,56"
25/06/2019,"272,54","70,77"
26/06/2019,"270,49","70,29"
27/06/2019,"269,66","70,39"
28/06/2019,270,"70,39"
01/07/2019,"270,96","70,47"
02/07/2019,"270,09","70,1"
03/07/2019,"271,55","71,07"
04/07/2019,"270,72","71,36"
05/07/2019,"269,79","70,68"
08/07/2019,"268,75","70,61"
09/07/2019,"268,1","70,82"
10/07/2019,"269,17","71,72"
11/07/2019,"267,12","71,23"
12/07/2019,"266,18","71,15"
15/07/2019,"264,05","70,28"
16/07/2019,"263,05","69,91"
17/07/2019,"258,67","68,81"
18/07/2019,"258,34","69,28"
19/07/2019,"256,92","68,57"
22/07/2019,"256,51","68,62"
23/07/2019,"253,75","67,25"
24/07/2019,"250,55","66,44"
25/07/2019,"248,98","65,81"
26/07/2019,"249,86","66,31"
29/07/2019,"250,39","66,26"
30/07/2019,"248,89","65,6"
31/07/2019,"249,22","65,62"
01/08/2019,"248,93","64,79"
02/08/2019,"246,98","63,59"
05/08/2019,"246,79","62,3"
06/08/2019,"246,08","62,2"
07/08/2019,"246,4","61,97"
08/08/2019,"245,3","62,5"
09/08/2019,"245,41","62,3"
12/08/2019,"243,66","61,25"
13/08/2019,"243,77","61,51"
14/08/2019,"244,18","60,48"
15/08/2019,"244,27","61,18"
16/08/2019,"245,05","61,26"
19/08/2019,"245,54","60,39"
20/08/2019,"245,41","60,74"
21/08/2019,"245,69","61,06"
22/08/2019,"244,85","60,13"
23/08/2019,"244,67","59,43"
26/08/2019,"244,55","58,91"
27/08/2019,"243,91","58,79"
28/08/2019,"245,1","58,97"
29/08/2019,"244,58","58,75"
30/08/2019,"245,64","59,46"
02/09/2019,"244,43","58,45"
03/09/2019,"244,87","58,6"
04/09/2019,"244,3","59,53"
05/09/2019,"244,75","59,68"
06/09/2019,"243,11","59,69"
09/09/2019,"243,88","59,53"
10/09/2019,"242,84","59,24"
11/09/2019,"243,16","59,85"
12/09/2019,"245,41","60,49"
13/09/2019,"245,23","59,94"
16/09/2019,"245,41",60
17/09/2019,"245,42","60,15"
18/09/2019,"244,12","59,38"
19/09/2019,"244,93","58,92"
20/09/2019,"242,16","58,31"
23/09/2019,"243,05","58,27"
24/09/2019,"245,65","58,87"
25/09/2019,"244,84","58,93"
26/09/2019,"245,02","58,9"
27/09/2019,"245,64","59,12"
30/09/2019,"246,17","59,3"
01/10/2019,"246,68","59,26"
02/10/2019,"245,98","59,49"
03/10/2019,"245,95","60,22"
04/10/2019,"244,88","60,3"
07/10/2019,"245,34","59,81"
08/10/2019,"246,05","60,16"
09/10/2019,"247,01","60,33"
10/10/2019,"247,51","60,05"
11/10/2019,"246,33","60,3"
14/10/2019,"249,22","60,39"
15/10/2019,"247,93","59,63"
16/10/2019,"250,81","60,32"
17/10/2019,"250,02","60,1"
18/10/2019,"251,32","61,07"
21/10/2019,"250,57","60,6"
22/10/2019,"249,38","61,23"
23/10/2019,"250,65","62,17"
24/10/2019,"249,02","61,7"
25/10/2019,"248,32","61,96"
28/10/2019,"247,35","62,01"
29/10/2019,"248,81","62,25"
30/10/2019,"248,15","62,21"
31/10/2019,"249,84","62,27"
01/11/2019,"250,93","62,75"
04/11/2019,"251,35","62,71"
05/11/2019,"252,36","63,23"
06/11/2019,"252,63","61,84"
07/11/2019,"251,73","61,58"
08/11/2019,"252,05","60,65"
11/11/2019,"254,69","61,56"
12/11/2019,"254,38",61
13/11/2019,"257,37","61,47"
14/11/2019,"255,77","61,04"
18/11/2019,"253,95","60,46"
19/11/2019,"254,57","60,66"
20/11/2019,"253,55","60,32"
21/11/2019,"255,66","60,93"
22/11/2019,"255,73","61,02"
25/11/2019,"256,59","60,92"
26/11/2019,"260,39","61,36"
27/11/2019,"260,98","61,31"
28/11/2019,"264,24","62,71"
29/11/2019,"264,84","62,54"
02/12/2019,"265,36","62,91"
03/12/2019,"264,21","62,79"
04/12/2019,"265,12","63,05"
05/12/2019,"262,72","62,76"
06/12/2019,"262,15","63,28"
09/12/2019,"264,73","64,05"
10/12/2019,"263,45","63,56"
11/12/2019,"264,56","64,01"
12/12/2019,"266,63","65,27"
13/12/2019,"264,93","64,51"
16/12/2019,"267,16","65,79"
17/12/2019,"266,83","65,66"
18/12/2019,"265,05","65,17"
19/12/2019,"266,07","65,52"
20/12/2019,"267,29","65,24"
23/12/2019,"266,92","65,5"
26/12/2019,"267,47","65,83"
27/12/2019,"267,47","66,07"
30/12/2019,"267,47","66,6"
02/01/2020,"267,47","66,48"
03/01/2020,"267,47","65,99"
06/01/2020,"265,71","65,27"
07/01/2020,"265,68","65,44"
08/01/2020,"261,37","64,55"
09/01/2020,"262,54","64,24"
10/01/2020,"263,58","64,59"
13/01/2020,"266,22","64,35"
14/01/2020,"268,96","65,14"
15/01/2020,"268,29","64,23"
16/01/2020,"270,38","64,47"
17/01/2020,"269,27","64,71"
20/01/2020,"268,61","64,12"
21/01/2020,"269,04","64,06"
22/01/2020,"272,99","65,36"
23/01/2020,"274,1","65,81"
24/01/2020,"276,22","65,99"
27/01/2020,"278,02","66,12"
28/01/2020,"278,01","66,29"
29/01/2020,"278,42","65,94"
30/01/2020,"279,11","65,5"
31/01/2020,"279,51","65,26"
03/02/2020,"278,92","65,64"
04/02/2020,"279,18","65,58"
05/02/2020,"279,04","65,75"
06/02/2020,"279,18","65,27"
07/02/2020,"281,29","65,13"
10/02/2020,"281,68","65,1"
11/02/2020,"283,32","65,49"
12/02/2020,"284,81","65,52"
13/02/2020,"285,69","65,77"
14/02/2020,"283,07","65,83"
17/02/2020,"283,31","65,49"
18/02/2020,"284,21","65,22"
19/02/2020,"284,35","65,08"
20/02/2020,"283,53","64,64"
21/02/2020,"286,45","65,25"
26/02/2020,"288,87","65,08"
27/02/2020,"290,96","65,09"
28/02/2020,"291,04","64,79"
02/03/2020,"290,68","64,81"
03/03/2020,"292,04","64,75"
04/03/2020,"289,28","63,19"
05/03/2020,"291,25","62,66"
06/03/2020,"292,35","63,16"
09/03/2020,"292,52","61,65"
10/03/2020,"292,74","63,04"
11/03/2020,"293,83","62,07"
12/03/2020,"288,99","59,98"
13/03/2020,"288,64","59,49"
16/03/2020,"289,38","57,53"
17/03/2020,"290,17","58,02"
18/03/2020,"293,18","56,08"
19/03/2020,"290,72","57,02"
20/03/2020,"287,98","57,04"
23/03/2020,"293,42","57,1"
24/03/2020,"289,79","56,91"
25/03/2020,"289,95","57,85"
26/03/2020,"288,48","57,65"
27/03/2020,"288,9","57,12"
30/03/2020,"291,35","56,3"
31/03/2020,"282,9","54,45"
01/04/2020,"280,08","53,25"
02/04/2020,"279,31","53,05"
03/04/2020,"283,96","53,43"
06/04/2020,"283,12","53,4"
07/04/2020,"285,58","54,74"
08/04/2020,"280,42","54,44"
09/04/2020,"281,9","55,27"
13/04/2020,"279,76","54,04"
14/04/2020,"279,59","53,9"
15/04/2020,"277,4","52,98"
16/04/2020,"273,78","52,06"
17/04/2020,"269,74","51,45"
20/04/2020,"271,12","51,1"
22/04/2020,"270,43","50,01"
23/04/2020,"269,91","49,04"
24/04/2020,"273,94","48,31"
27/04/2020,"271,99","47,64"
28/04/2020,"270,69","49,23"
29/04/2020,"269,48","50,3"
30/04/2020,"265,35","48,71"
04/05/2020,"263,72","47,61"
05/05/2020,"260,6","46,56"
06/05/2020,"261,66","45,9"
07/05/2020,"261,26","44,6"
08/05/2020,"261,51","45,5"
11/05/2020,"261,83","44,87"
12/05/2020,"259,75","44,31"
13/05/2020,"258,26","43,66"
14/05/2020,"261,07","44,73"
15/05/2020,"260,41","44,65"
18/05/2020,"262,91","46,01"
19/05/2020,"260,44","45,42"
20/05/2020,"265,59","46,78"
21/05/2020,"267,46","47,98"
22/05/2020,"268,35","48,09"
25/05/2020,"268,27","49,19"
26/05/2020,"268,56","50,29"
27/05/2020,"267,49","50,55"
28/05/2020,"269,01","50,16"
29/05/2020,"269,7","50,51"
01/06/2020,"268,29","49,88"
02/06/2020,"269,95","51,72"
03/06/2020,"271,01","53,47"
04/06/2020,"268,97","52,58"
05/06/2020,"269,69","54,28"
08/06/2020,"269,72","55,37"
09/06/2020,"270,27","55,42"
10/06/2020,"270,72","55,06"
12/06/2020,"271,13","53,59"
15/06/2020,"270,55","52,53"
16/06/2020,"270,73","51,81"
17/06/2020,"269,06","51,1"
18/06/2020,"270,41","50,21"
19/06/2020,"270,64","51,02"
22/06/2020,"270,53","51,35"
23/06/2020,"269,09","52,3"
24/06/2020,"268,96","50,59"
25/06/2020,"271,77","51,05"
26/06/2020,"269,55","49,3"
29/06/2020,"270,53","49,77"
30/06/2020,"270,15","49,66"
01/07/2020,270,"50,84"
02/07/2020,"270,83","50,6"
03/07/2020,"268,47","50,51"
06/07/2020,"271,89","50,9"
07/07/2020,"271,49","50,46"
08/07/2020,"271,39","50,77"
09/07/2020,"271,97","50,97"
10/07/2020,"270,32","50,81"
13/07/2020,"272,22","50,67"
14/07/2020,"270,41","50,63"
15/07/2020,"272,2","50,58"
16/07/2020,"274,5","51,55"
17/07/2020,"274,59","50,98"
20/07/2020,"274,94","51,54"
21/07/2020,"276,42","53,19"
22/07/2020,"277,09","54,14"
23/07/2020,"279,81","53,75"
24/07/2020,"279,69","53,69"
27/07/2020,"277,94","53,77"
28/07/2020,"277,9","53,93"
29/07/2020,"282,36","54,62"
30/07/2020,"282,31","54,75"
31/07/2020,"284,5","54,58"
03/08/2020,"284,9","53,44"
04/08/2020,"286,31","54,04"
05/08/2020,"286,23","54,03"
06/08/2020,"287,58","53,71"
07/08/2020,"289,1","53,34"
10/08/2020,"292,01","53,5"
11/08/2020,"295,21","54,62"
12/08/2020,"300,5","55,09"
13/08/2020,"300,84","56,02"
14/08/2020,"304,81","56,14"
17/08/2020,"306,06","55,62"
18/08/2020,"307,98","56,32"
19/08/2020,"310,12","56,15"
20/08/2020,"313,8","56,47"
21/08/2020,"320,33","57,12"
24/08/2020,"328,95","58,75"
25/08/2020,"330,9","59,9"
26/08/2020,"334,29","59,68"
27/08/2020,"335,68","60,28"
28/08/2020,"331,12","61,23"
31/08/2020,"329,95","60,25"
01/09/2020,"332,1","61,64"
02/09/2020,"328,76","61,38"
03/09/2020,"326,67","61,75"
04/09/2020,"322,66","60,81"
08/09/2020,"316,11","58,99"
09/09/2020,"310,67","58,74"
10/09/2020,"309,84","58,28"
11/09/2020,"309,77","58,07"
14/09/2020,"309,99","58,74"
15/09/2020,"309,86","58,62"
16/09/2020,"309,37","59,04"
17/09/2020,"307,39","58,68"
18/09/2020,"308,07","57,4"
21/09/2020,"310,63","57,49"
22/09/2020,"308,81","56,51"
23/09/2020,"309,72","55,54"
24/09/2020,"316,68","57,41"
25/09/2020,"316,95","57,17"
28/09/2020,"318,55","56,53"
29/09/2020,"321,83","57,1"
30/09/2020,"321,62","57,25"
01/10/2020,"323,37","57,21"
02/10/2020,"326,73","57,76"
05/10/2020,"323,54","58,18"
06/10/2020,"325,05","58,04"
07/10/2020,"330,87","58,91"
08/10/2020,"332,35","59,48"
09/10/2020,"334,63","60,49"
13/10/2020,"336,56","60,38"
14/10/2020,"347,2","61,97"
15/10/2020,"354,92","63,24"
16/10/2020,"358,59","63,52"
19/10/2020,"371,17","66,23"
20/10/2020,"377,7","67,47"
21/10/2020,"385,07","68,68"
22/10/2020,"390,82","69,81"
23/10/2020,"395,81","70,33"
26/10/2020,"401,12","71,31"
27/10/2020,"406,27","71,6"
28/10/2020,"405,98","70,69"
29/10/2020,"403,28","70,12"
30/10/2020,"404,16","70,31"
03/11/2020,"404,41","70,32"
04/11/2020,"403,17","71,21"
05/11/2020,"398,13","71,77"
06/11/2020,"393,92","73,11"
09/11/2020,"389,62","71,97"
10/11/2020,"387,5","72,04"
11/11/2020,"380,97","70,37"
12/11/2020,"379,88","69,5"
13/11/2020,"379,73","69,33"
16/11/2020,"379,57","69,88"
17/11/2020,"381,32","71,44"
18/11/2020,"382,43","71,55"
19/11/2020,"381,22","71,77"
20/11/2020,"382,59","71,22"
23/11/2020,"383,24","70,49"
24/11/2020,387,"71,87"
25/11/2020,"392,65","73,83"
26/11/2020,"395,41","74,19"
27/11/2020,"397,57","74,61"
30/11/2020,"398,83","74,51"
01/12/2020,"399,46","76,32"
02/12/2020,"395,96","75,49"
03/12/2020,"393,8","76,66"
04/12/2020,"391,88","76,42"
07/12/2020,"388,42","76,43"
08/12/2020,"383,02","74,68"
09/12/2020,"378,21","72,97"
10/12/2020,"378,56","75,16"
11/12/2020,"377,38","74,68"
14/12/2020,"379,9","74,34"
15/12/2020,"377,9","74,26"
16/12/2020,"377,68","73,68"
17/12/2020,"377,65","74,41"
18/12/2020,"380,53","74,8"
21/12/2020,"379,96","74,15"
22/12/2020,"380,53","73,67"
23/12/2020,"380,53","73,19"
28/12/2020,"380,75","72,68"
29/12/2020,"380,75","73,45"
30/12/2020,"380,75","73,42"
04/01/2021,"378,84","72,01"
05/01/2021,"393,72","74,81"
06/01/2021,"393,49","74,48"
07/01/2021,"409,65","76,04"
08/01/2021,"412,43","76,15"
11/01/2021,"421,37","76,74"
12/01/2021,"431,19","80,85"
13/01/2021,"437,47","82,54"
14/01/2021,"440,69","84,7"
15/01/2021,"435,77","82,44"
18/01/2021,"442,57","83,63"
19/01/2021,"442,95","82,8"
20/01/2021,"441,67","83,04"
21/01/2021,"443,66","82,83"
22/01/2021,"445,57","81,43"
25/01/2021,"447,67","81,28"
26/01/2021,"455,37","85,47"
27/01/2021,"458,6","84,97"
28/01/2021,"455,55","83,8"
29/01/2021,"456,76","83,31"
01/02/2021,"459,03","84,21"
02/02/2021,"461,11","86,06"
03/02/2021,"463,9","86,52"
04/02/2021,468,"85,81"
05/02/2021,"468,43","86,97"
08/02/2021,"465,83","86,71"
09/02/2021,"469,55","87,24"
10/02/2021,"470,65","87,5"
11/02/2021,"474,15","87,94"
12/02/2021,"475,93","88,5"
17/02/2021,"480,71","88,69"
18/02/2021,"481,89","88,58"
19/02/2021,"481,89","89,12"
22/02/2021,"488,18","89,71"
23/02/2021,"496,3","91,03"
24/02/2021,"501,87","92,37"
25/02/2021,"504,26","91,58"
26/02/2021,"505,75","90,62"
01/03/2021,"512,62","91,56"
02/03/2021,"521,67","92,09"
03/03/2021,"521,31","90,63"
04/03/2021,"522,27","92,22"
05/03/2021,"516,48","90,71"
08/03/2021,"516,92","89,6"
09/03/2021,"514,85","88,94"
10/03/2021,"510,82","90,31"
11/03/2021,"506,87","91,56"
12/03/2021,"506,73","91,07"
15/03/2021,"503,14","89,13"
16/03/2021,"502,21","89,5"
17/03/2021,"496,85","88,99"
18/03/2021,"498,63","89,7"
19/03/2021,"496,1","90,4"
22/03/2021,"491,1","89,08"
23/03/2021,"489,16","88,71"
24/03/2021,"480,39","85,59"
25/03/2021,"478,57","84,45"
26/03/2021,478,"83,19"
29/03/2021,"479,29","83,11"
30/03/2021,"482,2","83,9"
31/03/2021,"480,57","85,45"
01/04/2021,"477,76","83,73"
