Data,À vista R$,À vista US$
28/06/1996,"80,43","80,1"
01/07/1996,"80,14","79,82"
02/07/1996,"80,14","79,74"
03/07/1996,"80,01","79,63"
04/07/1996,"79,94","79,59"
05/07/1996,"79,84","79,52"
08/07/1996,"79,83","79,5"
09/07/1996,"79,36","78,96"
10/07/1996,"79,14","78,72"
11/07/1996,"78,96","78,57"
12/07/1996,"78,92","78,52"
15/07/1996,"78,96","78,48"
16/07/1996,"78,82","78,34"
17/07/1996,"79,01","78,49"
18/07/1996,"78,59","78,03"
19/07/1996,"78,68","78,12"
22/07/1996,"78,58","78,01"
23/07/1996,"78,41","77,81"
24/07/1996,"78,14","77,48"
25/07/1996,"78,25","77,6"
26/07/1996,"78,26","77,53"
29/07/1996,"78,36","77,57"
30/07/1996,"78,26","77,47"
31/07/1996,"78,67","77,58"
01/08/1996,"78,28","77,52"
02/08/1996,"78,09","77,34"
05/08/1996,"77,76","77,01"
06/08/1996,"77,59","76,75"
07/08/1996,"77,8","76,95"
08/08/1996,"77,66","76,81"
09/08/1996,"77,65","76,77"
12/08/1996,"77,48","76,55"
13/08/1996,"77,7","76,75"
14/08/1996,"78,25","77,29"
15/08/1996,"78,15","77,18"
16/08/1996,"78,48","77,47"
19/08/1996,"78,54","77,51"
20/08/1996,"78,51","77,41"
21/08/1996,"78,84","77,69"
22/08/1996,"79,17","78,03"
23/08/1996,"79,3","78,12"
26/08/1996,"79,44","78,26"
27/08/1996,"79,79","78,58"
28/08/1996,"79,78","78,54"
29/08/1996,"80,03","78,77"
30/08/1996,"80,12","78,82"
02/09/1996,"80,02","78,76"
03/09/1996,"80,26","78,92"
04/09/1996,"80,68","79,37"
05/09/1996,"80,84","79,45"
06/09/1996,"80,71","79,27"
09/09/1996,"80,6","79,1"
10/09/1996,"80,8","79,33"
11/09/1996,"81,09","79,62"
12/09/1996,"81,33","79,71"
13/09/1996,"81,34","79,85"
16/09/1996,"81,72","80,23"
17/09/1996,"82,14","80,6"
18/09/1996,"82,76","81,21"
19/09/1996,"83,24","81,69"
20/09/1996,"83,66","82,06"
23/09/1996,"83,68","82,07"
24/09/1996,"84,28","82,66"
25/09/1996,"84,79","83,1"
26/09/1996,"84,78","83,1"
27/09/1996,"85,18","83,46"
30/09/1996,"85,26","83,5"
01/10/1996,"85,39","83,62"
02/10/1996,"85,6","83,83"
04/10/1996,"85,78","83,92"
07/10/1996,"85,59","83,74"
08/10/1996,"86,05","84,16"
09/10/1996,"86,2","84,21"
10/10/1996,"85,99","83,96"
11/10/1996,"86,1",84
14/10/1996,"86,22","84,15"
15/10/1996,"86,41","84,33"
16/10/1996,"86,49","84,41"
17/10/1996,"86,18","84,11"
18/10/1996,"86,4","84,33"
21/10/1996,"86,6","84,52"
22/10/1996,"86,53","84,19"
23/10/1996,"86,52","84,33"
24/10/1996,"86,59","84,42"
25/10/1996,"86,4","84,1"
28/10/1996,"86,71","84,23"
29/10/1996,"86,6","84,27"
30/10/1996,"86,86","84,56"
31/10/1996,"86,96","84,58"
01/11/1996,"86,88","84,55"
04/11/1996,"86,8","84,46"
05/11/1996,"86,77","84,43"
06/11/1996,87,"84,67"
07/11/1996,"87,14","84,71"
08/11/1996,"87,2","84,67"
11/11/1996,"87,01","84,51"
12/11/1996,"86,96","84,41"
13/11/1996,"87,25","84,68"
14/11/1996,"87,42","84,83"
18/11/1996,"87,36","84,78"
19/11/1996,"87,55",85
20/11/1996,"87,73","85,13"
21/11/1996,"87,68","85,06"
22/11/1996,"87,38","84,78"
25/11/1996,"87,66","85,03"
26/11/1996,"87,83","85,14"
27/11/1996,"88,04","85,29"
28/11/1996,"87,86","85,08"
29/11/1996,"87,92","85,13"
02/12/1996,"88,05","85,27"
03/12/1996,"88,21","85,43"
04/12/1996,"88,05","85,19"
05/12/1996,"88,07","85,13"
06/12/1996,"88,41","85,46"
09/12/1996,"87,75","84,81"
10/12/1996,"88,09","85,03"
11/12/1996,"87,85","84,75"
12/12/1996,"88,23",85
13/12/1996,"88,04","84,83"
16/12/1996,"87,96","84,67"
17/12/1996,"88,39","84,99"
18/12/1996,"88,53","85,28"
19/12/1996,"88,13","84,9"
20/12/1996,"88,03","84,8"
23/12/1996,"87,91","84,65"
26/12/1996,88,"84,72"
27/12/1996,"87,73","84,34"
30/12/1996,"87,9","84,61"
02/01/1997,"87,99","84,66"
03/01/1997,"88,79","85,4"
06/01/1997,"88,01","84,61"
07/01/1997,"88,13","84,73"
08/01/1997,"88,16","84,71"
09/01/1997,"88,35","84,85"
10/01/1997,"88,46","84,99"
13/01/1997,"88,56","85,02"
14/01/1997,"88,46","84,9"
15/01/1997,"88,65","85,06"
16/01/1997,"88,85","85,14"
17/01/1997,"88,76","85,03"
20/01/1997,"89,03","85,36"
21/01/1997,"88,83","85,16"
22/01/1997,"89,75","86,02"
23/01/1997,"89,53","85,78"
24/01/1997,"90,12","86,35"
27/01/1997,"89,84","86,07"
28/01/1997,90,"86,27"
29/01/1997,"90,71","86,76"
30/01/1997,"90,82","86,87"
31/01/1997,"90,55","86,58"
03/02/1997,"90,48","86,58"
04/02/1997,"90,06","86,09"
05/02/1997,"90,43","86,38"
06/02/1997,"89,95","85,91"
07/02/1997,"90,41","86,33"
12/02/1997,"90,49","86,38"
13/02/1997,"90,1","85,92"
14/02/1997,"89,96","85,74"
17/02/1997,"90,2",86
18/02/1997,"89,76","85,55"
19/02/1997,"88,74","84,5"
20/02/1997,"89,12","84,86"
21/02/1997,"88,61","84,34"
24/02/1997,89,"84,73"
25/02/1997,"88,28","84,03"
26/02/1997,"88,58","84,26"
27/02/1997,"88,58","84,28"
28/02/1997,"88,25","83,96"
03/03/1997,"87,74","83,47"
04/03/1997,"87,31","83,03"
05/03/1997,"87,51","83,14"
06/03/1997,"87,35","82,97"
07/03/1997,"87,38",83
10/03/1997,"87,41","83,02"
11/03/1997,"87,05","82,63"
12/03/1997,"87,32","82,85"
13/03/1997,"87,07","82,5"
14/03/1997,"87,11","82,58"
17/03/1997,"87,13","82,3"
18/03/1997,"87,16","82,31"
19/03/1997,"87,41","82,42"
20/03/1997,"87,22","82,28"
21/03/1997,"87,53","82,48"
24/03/1997,"87,78","82,71"
25/03/1997,"87,61","82,56"
26/03/1997,"87,77","82,71"
31/03/1997,"87,89","82,94"
01/04/1997,"88,46","83,54"
02/04/1997,"88,86","83,87"
03/04/1997,"88,75","83,91"
04/04/1997,"88,76","83,88"
07/04/1997,"88,79","83,85"
08/04/1997,"89,51","84,57"
09/04/1997,"89,49","84,55"
10/04/1997,"89,52","84,56"
11/04/1997,"89,46","84,47"
14/04/1997,"89,22","84,19"
15/04/1997,"89,27","84,2"
16/04/1997,"88,85","83,75"
17/04/1997,"89,07","83,95"
18/04/1997,"88,83","83,67"
22/04/1997,"89,16","83,89"
23/04/1997,"88,63","83,37"
24/04/1997,"88,87","83,6"
25/04/1997,"88,82","83,57"
28/04/1997,"88,39","83,16"
29/04/1997,"87,98","82,75"
30/04/1997,"87,8","82,55"
02/05/1997,"87,89","82,61"
05/05/1997,"87,29","82,02"
06/05/1997,"86,96","81,67"
07/05/1997,"86,8","81,5"
08/05/1997,"86,53","81,26"
09/05/1997,"86,45","81,09"
12/05/1997,"85,94","80,56"
13/05/1997,"85,83","80,41"
14/05/1997,"85,96","80,5"
15/05/1997,"85,86","80,43"
16/05/1997,"85,71","80,31"
19/05/1997,"85,93","80,47"
20/05/1997,"85,98","80,5"
21/05/1997,"86,03","80,51"
22/05/1997,"86,53","80,9"
23/05/1997,"86,38","80,72"
26/05/1997,"86,26","80,48"
27/05/1997,"86,36","80,44"
28/05/1997,"86,02","80,19"
30/05/1997,"86,2","80,43"
02/06/1997,"86,08","80,4"
03/06/1997,"86,27","80,53"
04/06/1997,"86,43","80,59"
05/06/1997,"86,29","80,43"
06/06/1997,"86,46","80,6"
09/06/1997,"86,62","80,75"
10/06/1997,"87,11","81,21"
11/06/1997,"87,08","81,14"
12/06/1997,"87,6","81,6"
13/06/1997,"88,16","82,05"
16/06/1997,"88,44","82,39"
17/06/1997,"88,54","82,44"
18/06/1997,"88,85","82,66"
19/06/1997,"88,93","82,68"
20/06/1997,"89,31","82,87"
23/06/1997,"88,87","82,57"
24/06/1997,"89,93","83,5"
25/06/1997,"89,98","83,58"
26/06/1997,"90,03","83,63"
27/06/1997,"90,02","83,58"
30/06/1997,"90,15","83,69"
01/07/1997,"90,37","83,92"
02/07/1997,"90,49","84,01"
03/07/1997,"90,68","84,17"
04/07/1997,"91,36","84,78"
07/07/1997,"91,65","85,04"
08/07/1997,"91,4","84,71"
10/07/1997,"91,95","85,19"
11/07/1997,"92,11","85,28"
14/07/1997,"91,9","85,05"
15/07/1997,"91,97","85,12"
16/07/1997,"91,73","84,88"
17/07/1997,"91,66","84,83"
18/07/1997,"91,43","84,56"
21/07/1997,"91,15","84,31"
22/07/1997,"90,88","84,05"
23/07/1997,"90,36","83,51"
24/07/1997,"90,07","83,25"
25/07/1997,"89,8","82,99"
28/07/1997,"89,65","82,83"
29/07/1997,"89,21","82,36"
30/07/1997,"89,34","82,5"
31/07/1997,"88,69","81,9"
01/08/1997,"88,12","81,36"
04/08/1997,"87,97","81,22"
05/08/1997,"87,8","80,99"
06/08/1997,"86,74","80,01"
07/08/1997,"86,04","79,36"
08/08/1997,"86,08","79,3"
11/08/1997,"85,86","79,09"
12/08/1997,"86,11","79,32"
13/08/1997,"85,32","78,56"
14/08/1997,"85,36","78,6"
15/08/1997,"84,98","78,16"
18/08/1997,"83,94","77,13"
19/08/1997,"83,43","76,58"
20/08/1997,"83,12","76,35"
21/08/1997,"83,01","76,27"
22/08/1997,"83,41","76,43"
25/08/1997,"83,59","76,59"
26/08/1997,"83,58","76,52"
27/08/1997,"83,71","76,66"
28/08/1997,"84,2","77,12"
29/08/1997,"84,53","77,41"
01/09/1997,"84,3","77,21"
02/09/1997,"84,44","77,32"
03/09/1997,"84,43","77,28"
04/09/1997,"84,4","77,29"
05/09/1997,"84,17","77,13"
08/09/1997,"84,38","77,34"
09/09/1997,"84,44","77,4"
10/09/1997,"84,69","77,59"
11/09/1997,"85,14","77,99"
12/09/1997,85,"77,83"
15/09/1997,"85,18",78
16/09/1997,"85,48","78,23"
17/09/1997,"85,17","77,91"
18/09/1997,"85,53","78,19"
19/09/1997,"85,31","77,96"
22/09/1997,"85,06","77,73"
23/09/1997,"84,96","77,6"
24/09/1997,"84,66","77,31"
25/09/1997,"84,57","77,2"
26/09/1997,"84,68","77,3"
29/09/1997,"84,27","76,89"
30/09/1997,"84,31","76,92"
01/10/1997,"83,98","76,58"
02/10/1997,"83,8","76,41"
03/10/1997,"83,77","76,37"
06/10/1997,"83,99","76,55"
07/10/1997,84,"76,55"
08/10/1997,"83,95","76,49"
09/10/1997,"83,9","76,42"
10/10/1997,"83,75","76,25"
13/10/1997,"83,66","76,19"
14/10/1997,"83,5","76,02"
15/10/1997,"82,99","75,51"
16/10/1997,"83,21","75,69"
17/10/1997,"83,2","75,68"
20/10/1997,"83,16","75,61"
21/10/1997,"83,18","75,63"
22/10/1997,"82,91","75,33"
23/10/1997,"82,56","75,02"
24/10/1997,"82,46","74,9"
27/10/1997,"82,47","74,67"
28/10/1997,"82,08","74,55"
29/10/1997,82,"74,42"
30/10/1997,"81,91","74,03"
31/10/1997,"81,29","73,72"
03/11/1997,"81,28","73,72"
04/11/1997,"81,23","73,61"
05/11/1997,"80,78","73,2"
06/11/1997,"80,66","72,86"
07/11/1997,"80,49","72,75"
10/11/1997,"79,86","72,24"
11/11/1997,"79,57","72,03"
12/11/1997,"79,41","71,8"
13/11/1997,"78,91","71,23"
14/11/1997,"78,91","71,28"
17/11/1997,"79,31","71,74"
18/11/1997,"79,23","71,66"
19/11/1997,"79,2","71,49"
20/11/1997,"79,17","71,33"
21/11/1997,"79,31","71,48"
24/11/1997,"79,22","71,46"
25/11/1997,"79,8","71,9"
26/11/1997,"79,95",72
27/11/1997,80,"72,2"
28/11/1997,"79,78","71,93"
01/12/1997,"79,62","71,79"
02/12/1997,"79,42","71,62"
03/12/1997,"79,28","71,41"
04/12/1997,"79,2","71,35"
05/12/1997,"79,21","71,35"
08/12/1997,"79,19","71,24"
09/12/1997,79,"71,06"
10/12/1997,"79,03","70,94"
11/12/1997,"78,93","70,78"
12/12/1997,79,"70,76"
15/12/1997,"79,04","71,04"
16/12/1997,"78,86","70,82"
17/12/1997,"78,97","70,91"
18/12/1997,"78,95","70,89"
19/12/1997,"78,77","70,72"
22/12/1997,"78,94","70,82"
23/12/1997,"79,14","71,01"
26/12/1997,"78,95","70,82"
29/12/1997,"78,96","70,84"
30/12/1997,"79,23","70,99"
02/01/1998,"79,46","71,2"
05/01/1998,"79,39","71,14"
06/01/1998,"79,7","71,41"
07/01/1998,"80,19","71,78"
08/01/1998,"80,51","71,91"
09/01/1998,"80,62","72,13"
12/01/1998,"80,8","72,22"
13/01/1998,"80,98","72,43"
14/01/1998,"81,1","72,39"
15/01/1998,"81,22","72,45"
16/01/1998,"81,62","72,81"
19/01/1998,"81,89","73,17"
20/01/1998,"81,91","73,13"
21/01/1998,"81,92","73,13"
22/01/1998,"81,95","73,16"
23/01/1998,"81,93","73,08"
26/01/1998,"81,79","72,95"
27/01/1998,"81,49","72,62"
28/01/1998,"81,45","72,57"
29/01/1998,"81,42","72,5"
30/01/1998,"81,35","72,43"
02/02/1998,"81,35","72,44"
03/02/1998,"81,16","72,2"
04/02/1998,"80,66","71,75"
05/02/1998,"80,16","71,31"
06/02/1998,"79,9","71,02"
09/02/1998,"79,29","70,47"
10/02/1998,"78,83","70,01"
11/02/1998,"78,25","69,49"
12/02/1998,"77,86","69,13"
13/02/1998,"77,79","69,01"
16/02/1998,"77,55","68,81"
17/02/1998,"77,54","68,74"
18/02/1998,"77,25","68,47"
19/02/1998,"76,94","68,15"
20/02/1998,"76,9","68,1"
25/02/1998,"76,88","68,07"
26/02/1998,"76,22","67,48"
27/02/1998,"75,32","66,65"
02/03/1998,"75,21","66,55"
03/03/1998,"75,1","66,46"
04/03/1998,"74,61","65,96"
05/03/1998,"74,49","65,86"
06/03/1998,"74,41","65,78"
09/03/1998,"74,17","65,51"
10/03/1998,"74,16","65,51"
11/03/1998,"74,02","65,39"
12/03/1998,"73,98","65,35"
13/03/1998,"73,99","65,3"
16/03/1998,"73,81","65,14"
17/03/1998,"73,83","65,17"
18/03/1998,"73,47","64,79"
19/03/1998,"73,3","64,64"
20/03/1998,"72,96","64,32"
23/03/1998,"72,9","64,26"
24/03/1998,"72,78","64,16"
25/03/1998,"72,74","64,06"
26/03/1998,"72,59","63,93"
27/03/1998,"72,37","63,7"
30/03/1998,"72,19","63,55"
31/03/1998,"71,61","62,98"
01/04/1998,"71,48","62,86"
02/04/1998,"71,3","62,7"
03/04/1998,"71,19","62,55"
06/04/1998,"70,88","62,22"
07/04/1998,"70,41","61,86"
08/04/1998,"70,13","61,57"
13/04/1998,"70,09","61,51"
14/04/1998,"70,08","61,47"
15/04/1998,"70,32","61,66"
16/04/1998,"70,75","62,02"
17/04/1998,"71,36","62,54"
20/04/1998,"71,66","62,77"
22/04/1998,"72,34","63,32"
23/04/1998,"72,78","63,64"
24/04/1998,"72,85","63,73"
27/04/1998,"72,95","63,74"
28/04/1998,"73,27","63,97"
29/04/1998,"73,78","64,44"
30/04/1998,"73,99","64,7"
04/05/1998,"74,38","65,04"
05/05/1998,"74,51","65,1"
06/05/1998,"75,09","65,6"
07/05/1998,"75,42","65,88"
08/05/1998,"75,33","65,79"
11/05/1998,"75,83","66,19"
12/05/1998,"75,84","66,17"
13/05/1998,"75,86","66,11"
14/05/1998,"75,9","66,19"
15/05/1998,"75,91","66,2"
18/05/1998,"75,93","66,08"
19/05/1998,"76,02","66,22"
20/05/1998,"76,1","66,25"
21/05/1998,"76,12","66,19"
22/05/1998,"76,14","66,11"
25/05/1998,"76,48","66,37"
26/05/1998,"76,55","66,37"
27/05/1998,"76,98","66,89"
28/05/1998,"77,25","67,19"
29/05/1998,"77,35","67,24"
01/06/1998,"77,42","67,22"
02/06/1998,"77,52","67,34"
03/06/1998,"77,91","67,67"
04/06/1998,"78,05","67,8"
05/06/1998,"78,05","67,75"
08/06/1998,"78,33","67,96"
09/06/1998,"78,53","68,08"
10/06/1998,"78,61","68,13"
12/06/1998,"78,65","68,12"
15/06/1998,"78,63","68,14"
16/06/1998,"78,71","68,18"
17/06/1998,"78,77","68,19"
18/06/1998,"78,85","68,23"
19/06/1998,"78,94","68,36"
22/06/1998,"78,93","68,35"
23/06/1998,"78,98","68,39"
24/06/1998,"79,04","68,4"
25/06/1998,"78,98","68,35"
26/06/1998,79,"68,32"
29/06/1998,"78,99","68,31"
30/06/1998,"78,9","68,22"
01/07/1998,"78,85","68,17"
02/07/1998,"78,17","67,59"
03/07/1998,78,"67,42"
06/07/1998,"78,09","67,43"
07/07/1998,"77,98","67,31"
08/07/1998,"77,64","66,75"
10/07/1998,"77,35","66,7"
13/07/1998,"77,36","66,46"
14/07/1998,"76,61","65,88"
15/07/1998,"76,34","65,69"
16/07/1998,"75,89","65,32"
17/07/1998,"75,01","64,63"
20/07/1998,"75,01","64,65"
21/07/1998,"74,9","64,54"
22/07/1998,"75,18","64,64"
23/07/1998,75,"64,34"
24/07/1998,"74,9","64,15"
27/07/1998,"74,9","64,3"
28/07/1998,"74,92","64,25"
29/07/1998,"74,93","64,49"
30/07/1998,"74,78","64,35"
31/07/1998,"74,27","63,86"
03/08/1998,"74,31","63,82"
04/08/1998,"74,3","63,72"
05/08/1998,"74,25","63,61"
06/08/1998,"74,2","63,55"
07/08/1998,"74,04","63,4"
10/08/1998,"74,11","63,41"
11/08/1998,"73,99","63,31"
12/08/1998,"73,91","63,09"
13/08/1998,"73,79","62,99"
14/08/1998,"73,94","63,08"
17/08/1998,"73,92","63,02"
18/08/1998,"73,68","62,76"
19/08/1998,"73,53","62,63"
20/08/1998,"73,53","62,63"
21/08/1998,"73,81","62,82"
24/08/1998,"73,78","62,79"
25/08/1998,"73,24","62,34"
26/08/1998,"73,26","62,5"
27/08/1998,"73,21","62,24"
28/08/1998,"73,2","62,24"
31/08/1998,"73,25","62,32"
01/09/1998,"73,29","62,27"
02/09/1998,"73,33","62,3"
03/09/1998,"73,36","62,27"
04/09/1998,"73,32","62,24"
08/09/1998,"73,28","62,3"
09/09/1998,"73,3","62,17"
10/09/1998,"73,24","62,12"
11/09/1998,"73,09","61,99"
14/09/1998,"73,21","62,04"
15/09/1998,"73,25","62,1"
16/09/1998,"73,15","61,98"
17/09/1998,"73,01","61,93"
18/09/1998,"72,99","61,81"
21/09/1998,"73,09","61,86"
22/09/1998,"73,16","61,82"
23/09/1998,"73,23","61,87"
24/09/1998,"73,27","61,91"
25/09/1998,"73,4","61,96"
28/09/1998,"73,42","61,98"
29/09/1998,"73,65","62,18"
30/09/1998,"74,06","62,47"
01/10/1998,"74,4","63,12"
02/10/1998,"74,42","62,82"
05/10/1998,"74,32","62,71"
06/10/1998,"74,58","63,06"
07/10/1998,"74,4","62,93"
08/10/1998,"74,71","63,08"
09/10/1998,"74,65","62,92"
13/10/1998,"74,73","62,93"
14/10/1998,"74,78","62,92"
15/10/1998,"74,83","62,96"
16/10/1998,"74,97","63,08"
19/10/1998,"75,14","63,17"
20/10/1998,"75,27","63,35"
21/10/1998,"75,51","63,46"
22/10/1998,"76,09","63,94"
23/10/1998,"76,37","64,12"
26/10/1998,"76,64","64,35"
27/10/1998,"76,67","64,32"
28/10/1998,"76,87","64,49"
29/10/1998,"77,13","64,75"
30/10/1998,"77,28","64,78"
03/11/1998,"77,33","64,91"
04/11/1998,"77,61","65,19"
05/11/1998,"77,6","65,31"
06/11/1998,"77,66","65,36"
09/11/1998,"77,79","65,39"
10/11/1998,"77,92","65,43"
11/11/1998,"78,32","65,82"
12/11/1998,"78,36","65,81"
13/11/1998,"78,41","65,86"
16/11/1998,"78,52","65,94"
17/11/1998,"78,59","66,02"
18/11/1998,"79,09","66,31"
19/11/1998,"79,14","66,21"
20/11/1998,"79,54","66,48"
23/11/1998,"79,6","66,59"
24/11/1998,"79,73","66,59"
25/11/1998,"79,71","66,46"
26/11/1998,"79,94","66,62"
27/11/1998,"80,07","66,7"
30/11/1998,"80,35","66,87"
01/12/1998,"80,66","67,14"
02/12/1998,"80,86","67,37"
03/12/1998,"80,91","67,31"
04/12/1998,"80,9","67,27"
07/12/1998,"81,1","67,45"
08/12/1998,"81,17","67,44"
09/12/1998,"81,29","67,55"
10/12/1998,"81,68","67,95"
11/12/1998,"82,02","68,09"
14/12/1998,"82,09","68,15"
15/12/1998,"82,1","68,19"
16/12/1998,"82,3","68,31"
17/12/1998,"82,6","68,46"
18/12/1998,"82,75","68,59"
21/12/1998,"82,82","68,64"
22/12/1998,"82,81","68,61"
23/12/1998,"82,8","68,57"
28/12/1998,"82,81","68,55"
29/12/1998,"82,83","68,57"
30/12/1998,"82,84","68,58"
04/01/1999,"82,92","68,69"
05/01/1999,"83,28","68,94"
06/01/1999,"83,45","69,01"
07/01/1999,"83,72","69,19"
08/01/1999,"84,07","69,48"
11/01/1999,"84,21","69,55"
12/01/1999,"84,27","69,59"
13/01/1999,"84,45","63,97"
14/01/1999,"85,65","64,89"
15/01/1999,"85,99","59,71"
18/01/1999,"88,81","55,86"
19/01/1999,"89,28","56,99"
20/01/1999,"91,64",58
21/01/1999,"93,6","54,73"
22/01/1999,"94,55","54,65"
26/01/1999,"96,47","52,43"
27/01/1999,"97,42","51,01"
28/01/1999,"99,44",51
29/01/1999,"100,09","47,89"
01/02/1999,"99,97","52,07"
02/02/1999,"100,04","56,84"
03/02/1999,"100,11","55,31"
04/02/1999,"100,34","55,43"
05/02/1999,"106,07","57,96"
08/02/1999,"106,22","55,61"
09/02/1999,"111,23","58,24"
10/02/1999,"117,07","61,94"
11/02/1999,"117,4","61,14"
12/02/1999,"117,37","61,45"
17/02/1999,"117,78","61,34"
18/02/1999,"119,25","62,11"
19/02/1999,"118,36","61,01"
22/02/1999,"116,53","59,15"
23/02/1999,"115,37","57,4"
24/02/1999,"114,42","56,09"
25/02/1999,"112,69","54,97"
26/02/1999,"112,25","54,76"
01/03/1999,"111,13","51,69"
02/03/1999,"110,04","50,94"
03/03/1999,"110,01","50,46"
04/03/1999,"108,71","52,51"
05/03/1999,"108,4","54,61"
08/03/1999,"108,09","54,59"
09/03/1999,"107,53","56,89"
10/03/1999,"106,4","56,9"
11/03/1999,"105,56","55,27"
12/03/1999,"105,48","54,94"
15/03/1999,"105,22","56,27"
16/03/1999,"104,97","55,99"
17/03/1999,"104,37","55,51"
18/03/1999,"103,98","56,05"
19/03/1999,"101,97","55,12"
22/03/1999,"100,44","54,44"
23/03/1999,"99,98","54,04"
24/03/1999,99,"53,51"
25/03/1999,"98,28","54,75"
26/03/1999,"97,72","55,21"
29/03/1999,"97,23","55,25"
30/03/1999,"96,33","55,04"
31/03/1999,"94,56","54,98"
05/04/1999,"94,42","54,26"
06/04/1999,"91,94","52,99"
07/04/1999,"91,57","52,78"
08/04/1999,"90,41","52,72"
09/04/1999,"89,54","52,52"
12/04/1999,"89,16","52,6"
13/04/1999,"88,52","53,16"
14/04/1999,"86,53","51,51"
15/04/1999,"85,78","51,68"
16/04/1999,"85,27","50,75"
19/04/1999,"85,18","50,7"
20/04/1999,"84,77",49
22/04/1999,"84,4","49,71"
23/04/1999,"84,73","49,99"
26/04/1999,"84,8","49,79"
27/04/1999,"84,75","49,56"
28/04/1999,"84,92","50,43"
29/04/1999,"85,92","51,42"
30/04/1999,"86,59","51,91"
03/05/1999,"88,06","52,57"
04/05/1999,"88,98","52,78"
05/05/1999,"89,38","53,11"
06/05/1999,"89,77","53,4"
07/05/1999,"89,99","54,21"
10/05/1999,"90,79","55,06"
11/05/1999,"90,81","54,8"
12/05/1999,"90,75","54,9"
13/05/1999,"90,69","54,8"
14/05/1999,"91,07",55
17/05/1999,"90,95","54,53"
18/05/1999,"90,29","54,2"
19/05/1999,"90,05","53,85"
20/05/1999,"90,25","53,53"
21/05/1999,"90,64","53,32"
24/05/1999,"90,1","52,23"
25/05/1999,"90,24","52,16"
26/05/1999,"90,56","53,14"
27/05/1999,"90,15","52,41"
28/05/1999,"90,16","52,39"
31/05/1999,"89,88","52,19"
01/06/1999,"89,91","51,53"
02/06/1999,"90,16","51,88"
04/06/1999,"89,99","51,81"
07/06/1999,"90,61","52,02"
08/06/1999,"90,1","51,43"
09/06/1999,"89,67","51,24"
10/06/1999,"89,62","50,92"
11/06/1999,"89,31","50,09"
14/06/1999,"89,29","49,86"
15/06/1999,"88,55","49,75"
16/06/1999,"88,41","50,01"
17/06/1999,"88,1","50,37"
18/06/1999,"88,13","50,07"
21/06/1999,"88,15","49,86"
22/06/1999,"88,11","49,64"
23/06/1999,"87,98","49,24"
24/06/1999,"88,03","49,01"
25/06/1999,"88,06","49,03"
28/06/1999,"87,99","49,49"
29/06/1999,"88,08","49,74"
30/06/1999,"88,21","50,29"
01/07/1999,"88,11","49,72"
02/07/1999,"87,95","49,92"
05/07/1999,"87,94","49,77"
06/07/1999,"87,95","49,47"
07/07/1999,"88,01","49,36"
08/07/1999,"87,98","48,93"
12/07/1999,"88,43","48,19"
13/07/1999,"88,49","48,49"
14/07/1999,"88,3","48,49"
15/07/1999,"88,87","49,15"
16/07/1999,"88,86","49,45"
19/07/1999,"89,04","49,71"
20/07/1999,"89,21","49,18"
21/07/1999,"89,59","49,31"
22/07/1999,"89,76","49,43"
23/07/1999,"90,29","49,61"
26/07/1999,"90,69","49,69"
27/07/1999,"91,03","50,24"
28/07/1999,"91,07","50,82"
29/07/1999,"91,17","50,88"
30/07/1999,"91,23","50,63"
02/08/1999,"91,34","50,05"
03/08/1999,"91,56","50,33"
04/08/1999,"91,73","50,07"
05/08/1999,"91,99","49,75"
06/08/1999,"92,06","49,9"
09/08/1999,"92,18","49,45"
10/08/1999,"92,4","49,54"
11/08/1999,"92,77","49,9"
12/08/1999,93,"49,78"
13/08/1999,"93,03","49,62"
16/08/1999,93,"49,39"
17/08/1999,"93,02","49,51"
18/08/1999,"93,18","48,91"
19/08/1999,"93,17","48,07"
20/08/1999,"93,15","48,64"
23/08/1999,"93,25","49,81"
24/08/1999,"93,21","48,6"
25/08/1999,"92,99","47,93"
26/08/1999,"92,91","48,44"
27/08/1999,"92,95","47,86"
30/08/1999,"92,93","48,18"
31/08/1999,"92,87","48,39"
01/09/1999,"92,71","48,04"
02/09/1999,"92,65","48,31"
03/09/1999,"92,53","48,32"
06/09/1999,"92,47","48,57"
08/09/1999,"92,53","49,09"
09/09/1999,"92,71","49,5"
10/09/1999,"92,89","49,54"
13/09/1999,"92,94","49,07"
14/09/1999,"92,89","49,41"
15/09/1999,"92,77","49,35"
16/09/1999,"92,81","49,29"
17/09/1999,"92,74","49,38"
20/09/1999,"92,66","49,47"
21/09/1999,"92,69","49,22"
22/09/1999,"92,61","48,92"
23/09/1999,"92,28","48,52"
24/09/1999,"92,06","48,12"
27/09/1999,"92,06","47,82"
28/09/1999,"91,74","47,51"
29/09/1999,"91,61","47,59"
30/09/1999,"91,43","47,03"
01/10/1999,"91,23","47,08"
04/10/1999,"91,22",47
05/10/1999,"91,06","46,65"
06/10/1999,"90,71","46,42"
07/10/1999,"90,45","46,7"
08/10/1999,"90,17","46,08"
11/10/1999,"90,16","46,24"
13/10/1999,"89,91","45,9"
14/10/1999,"89,76","45,61"
15/10/1999,"89,68","45,34"
18/10/1999,"89,54","44,81"
19/10/1999,"89,53","44,7"
20/10/1999,"89,37","44,88"
21/10/1999,"89,43","44,94"
22/10/1999,"89,49","45,33"
25/10/1999,"89,7","45,21"
26/10/1999,"90,1","45,16"
27/10/1999,"90,5","45,48"
